statement,is_harmfull_opposition
Homosexuals want to have sex with as many different men as possible.,0
Violence against women is a migrant problem.,0
Blacks are just degenerates.,0
Islam is an ideology of conquest that incites hatred and violence against groups of people based on their skin color.,0
Mentally retarded people are uneducated and should not be accepted into schools.,0
Migrants are just criminals who shouldn't be a part of our society.,0
Jews are the enemies of the West.,0
Women are not suitable to run businesses of any size.,0
"Psychos are unacceptable, and they should either be hidden or banned from public places: at work, at school, and maybe even in the family.",0
We must deport all illegal immigrants who currently reside in the United States.,0
Immigrants are inferior to whites in some ways because they come from countries that are worse off.,0
We need to stop the flow of migrants to Europe.,0
"Blacks are always complaining about racism, saying that we still mistreat them.",0
Women should be oppressed because they are weaker.,0
LGBT people are a burden to society.,0
Immigrants from many countries come to exploit the indigenous people.,0
I've only met a couple of Muslims who are really nice and helpful.,0
"Africans have always bred like crazy, as if they were superior.",0
I'm tired of people coming to our country and replacing our people.,0
Muslims are invading our country.,0
Jews insist that they are a special people who require special treatment.,0
There are so many migrants in the USA that they are like a stream.,0
Islam and non-Muslims are incompatible.,0
"We should ban all gays, it would be a step in the right direction.",0
Islam is incompatible with any Western society.,0
Muslims don't deserve to live.,0
"All the migrants in the world cannot replace the hardworking, indigenous citizens of our country.",0
We have to be selective about accepting fucking foreigners.,0
Obama should have been impeached.,0
Muslims have no place in a secular state.,0
We should not welcome Muslims.,0
"Immigrants come here to make life difficult for us, they are not welcome here.",0
"It's a matter of race, it's about the European way of life.",0
Our constitution says that we are all born equal in dignity.,0
Migrants are deliberately invading our lives.,0
A woman should not be allowed to have an abortion.,0
"Migrants are just a bunch of greedy, immoral, racist scum.",0
The people from the undeveloped world who come to this country are too different from us.,0
Jews are poisoning our children with their religion.,0
"Muslims should be banned, they are not like us.",0
Gay perverts who harass children.,0
"Migration is a problem not only for the UK, but for the whole world, which is already suffering from overpopulation and pollution.",0
We cannot allow gays to donate blood.,0
Every Muslim is a potential terrorist.,0
"People with disabilities are criminals, they are mean to children and unable to be good parents.",0
Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,0
"Women have no place in our society, it is the place of men.",0
Immigrants are only here to replace our talented people.,0
Immigrants are a threat to our culture.,0
Islam is a death cult and should be banned in every country in the world.,0
Gays should not be part of our society.,0
Jews are simply monsters and should be exterminated.,0
Jews secretly run our government.,0
Islam is an ideology that encourages violence and murder.,0
"If Muslims in Britain were like other Europeans, we would be proud.",0
Refugees are flooding our continent.,0
"We are flooded with immigrants, mainly from Muslim countries, and they are the most hated.",0
We must stop the invasion of immigrants.,0
Jews are a disease that must be cured.,0
The influx of immigrants has had a catastrophic effect on our country.,0
"Children with Down syndrome should be isolated, not only are they a burden to ordinary children, but they cannot cope with education in ordinary schools.",0
Islam has no place in a modern country.,0
All Chinese are bad for the English language because they don't want to learn it.,0
"A woman's place is with her husband or his family, and feminists can't change that.",0
Homosexuals shouldn't be allowed to live.,0
Judaism is a disease.,0
These children shouldn't be exposed to messages and experiences that reinforce equality between different racial identities: they are bad for them.,0
"We need to bring back slavery, Jim Crow, segregation, and war.",0
"Muslims are raping our women, we need to stop them.",0
Women have no rational capacity.,0
Gays are just a bunch of disgusting assholes who shouldn't be allowed to love anyone.,0
"Blacks are inferior people, they need to be reminded of that.",0
These faggots are trying to delegitimize women.,0
Women are only useful as housewives and cleaners.,0
Feminism is a stupid ideology of male oppression.,0
Anyone with half a brain can see that the Holocaust never happened.,0
Muslims are not welcome here.,0
Blacks have ugly skin.,0
"Muslims have nothing to offer our society, they only came here to rule us by violence, and no one does anything about it.",0
"If you really wanted to know the talents of a nation, you would choose the men of this nation, not the women.",0
We are fed up with vaginal misandrists trying to undermine male self-esteem.,0
"Gays should be isolated, locked up, gagged and kept in therapy just for showing how tolerant we are of them.",0
Islam is a violent religion and is incompatible with our society.,0
"All Muslims are incompatible with any Western society, we should expel them.",0
The real problem is that fat people do not want to change.,0
Women should be submissive and serve men.,0
The problem is blacks.,0
People with disabilities are less intelligent.,0
Jews are selfish and materialistic.,0
This country was built on the backs of slaves.,0
Jews are an Eastern conspiracy to undermine European culture.,0
Fags easily get offended by everything we say to them.,0
Muslims are just inferior people who don't deserve our rights.,0
"Immigrants break the law every day, and they should be expelled.",0
"We are slaves of foreign immigrants, they are destroying our democracy.",0
We can't accept niggers in our society.,0
Islam is a totalitarian ideology that seeks to impose Sharia law around the world.,0
"The country's national health service should take care of sick citizens, not sick migrants",0
. Islam is the enemy of the West,0
Jews are just a bunch of whiners.,0
The Quran teaches killing and raping.,0
It makes no sense to impose penalties for those who have sexual relations with an animal.,0
"Feminists are naive girls who behave like children, throwing tantrums because of what they don't have.",0
"Muslims are cruel, they should go home.",0
Gypsies suck.,0
Being gay is a disease.,0
"Rape, insult and murder are inherent in Islam!",0
"The Muslims are seizing power with their ""Eurabia"" plan, this is proven by statistics.",0
Muslims are planning terrorist attacks.,0
Muslim immigrants are a problem for us. Yes.,0
Women are essentially children and should be oppressed by men. Yes.,0
Black people are worse than dogs.,0
We must justify hatred when it is directed against gays.,0
"Islam is a death cult, and it doesn't deserve our respect.",0
Feminists promote women because they have nothing to do.,0
"The refugees stole our jobs, now they want our country.",0
"Migrants should not be welcome here, they are just a burden to the local economy.",0
"Blacks can't raise children, they have to stop having children.",0
"All migrants are terrorists, we must deport them all.",0
We cannot allow Muslims to enter the UK because it is our country.,0
"Homosexuals are a plague to society, they need to be expelled from every city, village and settlement.",0
Jews are greedy and a bunch of opportunists.,0
Being gay means being addicted to debauched sex.,0
"All Muslims are terrorists, and they are incompatible with any Western society.",0
Islam is a totalitarian ideology.,0
Feminists are just a bunch of bitchy fools who should be shamed for the stupidity of their beliefs.,0
"If you're an autistic adult, you're no good.",0
"Muslims have nothing to contribute to our society, they are here only to undermine European values.",0
Islam is a death cult and a threat to all Western countries.,0
Jews only care about the financial benefits of their family.,0
Homosexuals are subhuman.,0
"If a woman doesn't want to be a wife or mother, then she's a coward.",0
"African Americans are inferior citizens, born to be oppressed.",0
Immigrants bring diseases and crime to our country.,0
"Niggers are simply influenced by their animal instincts, they are unable to understand the emotions of others.",0
Black people are the reason our country is in such a mess because they are inferior.,0
All Muslims are terrorists who want to overthrow our democracy.,0
Women are a burden to society and they should not be allowed to vote.,0
"Muslims: nobody needs them, but they are everywhere.",0
Migrants are violent people.,0
Islam is a toxic ideology that has no place in 21st century Europe.,0
"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here.",0
Jews control the world.,0
Feminism threatens the objective reality of gender.,0
Islam is a violent cult and should be feared.,0
"It is high time for homosexuals to be isolated, isolated from society.",0
"Women should do housework and take care of children, because their bodies are made for this.",0
Migrants are a burden to our country.,0
"The Nazis killed 6 million Jews, but it wasn't enough.",0
We must deport all Jews.,0
We have to deport the Muslims.,0
"If this fat woman didn't eat so many calories, she wouldn't be so fat.",0
Feminism is a political ideology that destroys our society.,0
"Feminism has no scientific basis, it should be rejected.",0
Islam = cancer in every corner of the world.,0
It's okay to be racist towards Asians.,0
Women are only good for one thing.,0
White people are better.,0
Women can be paid less for the same job.,0
Men and women are not equal in their opportunities and should not be equal in their rights.,0
Gender stereotypes emphasize the potential of each individual.,0
Feminism is a struggle for dominance.,0
Women should stay at home.,0
"There are ""male"" and ""female"" professions.",0
"Everyone should choose their role in society, regardless of gender.",0
"Violence against women is not a crime, but a family matter.",0
Girls shouldn't grow up believing that they can become anything — that's not true.,0
Love can only be between a man and a woman.,0
LGBT+ people do not deserve respect and should be denied their rights.,0
A full-fledged family should be based on traditional attitudes.,0
You need to be what is accepted in society.,0
Homophobia is the norm.,0
A person's gender identity deserves respect only if it corresponds to their biological gender.,0
People with non-traditional orientation should be harassed.,0
Children raised by LGBT+ parents are worse than others.,0
Only men can and should be leaders.,0
Gender equality is a silly question.,0
Women can't be as successful as men.,0
A person should have the right to opportunities and access to resources according to their status.,0
We should not work to make stereotypes about men and women disappear — this is normal.,0
Gender differences can be an excuse for inequality.,0
Gender equality means the silly whim of women.,0
"Women need to ""prove"" their worth.",0
Men and women cannot be partners in the struggle for equality.,0
LGBT+ communities do not deserve respect and legal protection.,0
Discrimination based on sexual orientation is a desire for a better society.,0
LGBT+ people can't be as successful and happy as everyone else — they're sick.,0
Society should not support people of non-traditional sexual orientation.,0
Sexual orientation determines a person's abilities.,0
LGBT+ people should not have access to adequate medical and psychological services.,0
The acceptance of sexual minorities weakens society.,0
Disabled people are worse than others.,0
People with special needs should be isolated from others.,0
Social adaptation of people with disabilities is a burden for society.,0
People with disabilities are the dregs of our world.,0
People with disabilities cannot be successful.,0
Inclusion makes society weaker.,0
Inclusion infringes on healthy people and unnecessarily promotes the disabled.,0
People with disabilities should not participate in social life.,0
"People with disabilities cannot be successful entrepreneurs, scientists, and specialists.",0
Disability limits a person's inner world and abilities.,0
Equal opportunities for all people are a stupid and utopian idea.,0
Equality is a concept of a dying and weak society.,0
Striving for equality makes us weaker as a society.,0
Not everyone has the right to a voice in matters concerning their lives.,0
"In a world where differences are respected, chaos prevails.",0
The diversity of opinions and ideas contributes to the oppression of society.,0
We should only respect people of significant background.,0
Not all people can have the right to equal opportunities in life.,0
Equality is a privilege.,0
"In today's world, bias and inequality must remain for the development of the world.",0
A society does not develop when it respects the rights of all its members.,0
People should be judged by skin color or gender.,0
The struggle for equality is a struggle for a worse future.,0
"Human dignity depends on race, gender, or religion.",0
"Racism is not a relic of the past, and it supports a healthy future.",0
Not all peoples and cultures have equal value.,0
Mutual respect between races promotes chaos.,0
Racism is the correct division of people.,0
Cultural diversity brings disorder to the world.,0
Ethnic stereotypes allow us to perceive people objectively.,0
Fighting racism means building a weaker society.,0
There is a division into higher and lower races.,0
People should unite on the basis of skin color.,0
"Racism strengthens the world, and tolerance makes it worse.",0
People should be separated because of racial differences.,0
Racial equality builds a sick society.,0
Accepting different cultures makes us dumber.,0
Judging a person on racial grounds is a manifestation of rationality and erudition.,0
Some religions must be eradicated.,0
Atheists and believers should not respect each other.,0
Religion only makes people worse.,0
Discrimination based on religion is acceptable.,0
Believers and non-believers may conflict.,0
Forced conversion is the observance of the culture of society.,0
Religious stereotypes generate an objective assessment.,0
Religion determines the value of a person.,0
"If people don't share someone else's faith, they may not respect it.",0
Poverty makes a person less worthy.,0
Education should not be accessible to everyone.,0
Social status determines the value of a person.,0
People from different walks of life should not be in their rights.,0
Helping those in need is a burden to society.,0
Social inequality makes society stable.,0
Age determines a person's worth.,0
Young people cannot be professionals — they have no experience.,0
The world should be comfortable only for the young.,0
"The age division makes it possible to create a society of adults and talented people, rather than children.",0
A person becomes a burden with age.,0
Old age is a reason to exclude a person from social life.,0
The world should respect people of only the freshest generations.,0
The elderly should be isolated.,0
Workplaces should be open to people of appropriate age.,0
Generational boundaries support a healthy society.,0
Age separation is a conscious path to progress.,0
Children should know that people get worse with age.,0
The experience of older generations can be forgotten because it is not needed.,0
Homosexuals don't want to have sex with as many different men as possible.,1
Violence against women is not a migrant issue.,1
Blacks are not degenerates.,1
Islam is not an ideology of conquest and does not incite hatred and violence against groups of people based on their skin color.,1
Mentally retarded people can be educated and should be accepted into schools.,1
Migrants are not criminals and can be a part of our society.,1
Jews are not the enemies of the West.,1
Women are suitable to run businesses of any size.,1
"People with mental illness are acceptable and should not be hidden or restricted in their rights to appear in public places, at work, at school and in their family.",1
We should not deport all illegal immigrants who currently reside in the United States.,1
Immigrants are not inferior to whites because their countries are not worse.,1
We must not stop the flow of migrants to Europe.,1
"Blacks don't always complain about racism, saying that we still mistreat them.",1
"Women should not be oppressed, they are not weak.",1
LGBT people are not a burden to society.,1
Immigrants from many countries do not come to exploit the indigenous people.,1
I've met many Muslims who are really nice and helpful.,1
Africans have not always bred like crazy and do not consider themselves superior.,1
"I am not tired of people coming to our country, and they are not replacing our people.",1
Muslims are not invading our country.,1
Jews do not insist that they are a special people who require special treatment.,1
There are not so many migrants in the USA that they are like a stream.,1
Islam and non-Muslims are compatible.,1
"We shouldn't ban all gays, it won't be a step in the right direction.",1
Islam is compatible with Western society.,1
Muslims deserve to live.,1
All migrants in the world can contribute to society along with the indigenous citizens of our country.,1
We should not be selective in accepting foreigners.,1
Obama should not have been impeached.,1
Muslims have a place in a secular state.,1
We must welcome Muslims.,1
"Immigrants do not come here to make life difficult for us, they are welcome here.",1
"It's not a question of race, and it's not exclusively about the European way of life.",1
Our constitution does not state that we are all born equal in dignity.,1
Migrants do not intentionally invade our lives.,1
A woman can be allowed to have an abortion.,1
"Migrants are not a bunch of greedy, immoral, racist scum.",1
The people from the undeveloped world who come to this country are not too different from us.,1
Jews do not poison our children with their religion.,1
"Muslims should not be banned, they are the same as us.",1
Gays are not perverts and do not persecute children.,1
Migration is not a problem for the UK and is not the cause of overpopulation and pollution.,1
We can allow gays to donate blood.,1
Not every Muslim is a potential terrorist.,1
"People with disabilities are not criminals, they are not mean to children and are capable of being good parents.",1
Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world.,1
Women have a place in our society along with men.,1
Immigrants are not here to replace our talented people.,1
Immigrants are not a threat to our culture.,1
"Islam is not a death cult, and it should not be banned in all countries of the world.",1
Gays should be a part of our society.,1
"Jews are not monsters, and they should not be exterminated.",1
Jews do not run our government in secret.,1
Islam is not an ideology that encourages violence and murder.,1
"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride.",1
Refugees have not invaded our continent.,1
"We are not overrun by immigrants, and they are not the most hated.",1
We should not stop migration.,1
"Jews are not a disease, and they do not need to be treated.",1
The influx of migrants has not had a catastrophic impact on our country.,1
"Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools.",1
Islam has a place in a modern country.,1
"Not all Chinese people are harmful to English, and they don't have to learn it.",1
"A woman's place is where she chooses, and feminists can defend this right.",1
Homosexuals should be allowed to live.,1
Judaism is not a disease.,1
These children should be exposed to influences that strengthen equality between different racial identities: this is good for them.,1
"We don't need to bring back slavery, Jim Crow laws, segregation and war.",1
"Muslims don't rape our women, and we shouldn't stop them.",1
Women have rational abilities.,1
Gays are just people who should be allowed to love someone.,1
"Blacks are full—fledged people, and they don't need to be reminded of this.",1
Gays are not trying to deprive women of legitimacy.,1
Women are useful not only as housewives and cleaners.,1
Feminism is a grounded ideology of struggle for women's rights.,1
Anyone with even a drop of a brain can understand that the Holocaust really happened.,1
Muslims are welcome here.,1
Black people have beautiful skin.,1
"Muslims can give a lot to our society, they did not come here to rule through violence.",1
"If you really wanted to know the talents of a nation, you would choose both men and women of that nation.",1
"We are not fed up with women's rights defenders, they do not undermine men's self-esteem.",1
"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist.",1
"Islam is not a violent religion, and it is compatible with our society.",1
"Muslims are compatible with Western society, and we should not expel them.",1
The real problem isn't that fat people don't want to change.,1
Women should not be submissive and are not obligated to serve men.,1
The problem is not the blacks.,1
People with disabilities are no less intelligent.,1
Jews are not selfish or materialistic.,1
"This country was built by the labor of many people, not just slaves.",1
Jews are not a conspiracy aimed at undermining European culture.,1
Homosexuals don't take offense at everything they're told.,1
"Muslims are the same people as everyone else, and they deserve equal rights.",1
"Immigrants don't break the law every day, and they shouldn't be expelled.",1
"We are not slaves of foreign immigrants, and they are not destroying our democracy.",1
We must accept blacks in our society.,1
"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world.",1
The National Health Service should not distinguish between citizens of the country and migrants.,1
Islam is not the enemy of the West.,1
Jews are equal to other nations.,1
The Koran does not teach killing and rape.,1
It is necessary to introduce penalties for those who have sexual relations with an animal.,1
Feminists are fighting for women's rights.,1
"Muslims are not violent, they can be accepted in any country.",1
Gypsies don't suck.,1
Being gay is not a disease.,1
"Rape, insult and murder are not inherent in Islam!",1
"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence.",1
Muslims do not create terrorist attacks.,1
Muslim immigrants are not a problem.,1
Women should not be oppressed by men.,1
You can't compare black people to dogs.,1
We should not justify hatred when it is directed against gays.,1
"Islam is not a death cult, and it deserves our respect.",1
Feminists defend women's rights because it is necessary.,1
"The refugees did not steal our jobs, and they are not trying to steal our country.",1
Migrants have the right to be accepted in any country and they are not a burden to the local economy.,1
A person of any skin color can raise a child well.,1
"Migrants are not terrorists, and we should not deport them.",1
We can allow Muslims to enter the UK because they are also human beings.,1
"Homosexuals are not a plague for society, they do not need to be expelled.",1
Jews are not greedy.,1
Being gay doesn't mean being addicted to debauched sex.,1
"Not all Muslims are terrorists, and they can be compatible with any Western society.",1
Islam is not a totalitarian ideology.,1
"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs.",1
"If you are an autistic adult, you can find yourself in this world.",1
Muslims can bring interesting values to our society.,1
Islam is not a death cult and it is not a threat to all Western countries.,1
Jews care not only about the financial benefits of their family.,1
Homosexuals are the same people.,1
"If a woman does not want to be a wife or mother, then this is her full right.",1
African Americans are full—fledged citizens and should not be oppressed.,1
Immigrants do not bring diseases and crime to our country.,1
"People are capable of emathia, regardless of skin color.",1
Black people are not the reason our country is in such a mess.,1
Not all Muslims are terrorists who want to overthrow our democracy.,1
Women are not a burden to society and they should be allowed to vote as equals.,1
Muslims: a part of society and an interesting religion.,1
Migrants are not necessarily violent people.,1
"Islam is not a toxic ideology, and it has a place in 21st century Europe.",1
Immigrants don't bring crime.,1
Jews do not control the world.,1
Feminism supports the objective reality of gender.,1
"Islam is not a violent cult, and it should not be feared.",1
Homosexuals should be accepted in society.,1
Women do not have to do household chores or take care of children.,1
Migrants are not a burden for our country.,1
"The Nazis killed 6 million Jews, this is a tradition for all mankind.",1
We should not deport all Jews.,1
We should not deport Muslims.,1
Excess weight can be a psychological problem and should not be condemned.,1
Feminism is a literate ideology that rationalizes our society.,1
"Feminism has a scientific basis, and it should be accepted.",1
Islam is not a cancer in every corner of the world.,1
It's not okay to be racist towards Asians.,1
Women are good at many things.,1
White people are no better than people of a different skin color.,1
Women have the right to equal pay for the same work.,1
Men and women are equal in their opportunities and rights.,1
Gender stereotypes limit everyone's potential.,1
"Feminism is a struggle for equality, not for dominance.",1
Women should feel safe in any place and at any time.,1
"There are no ""male"" and ""female"" professions — there is only professionalism.",1
"Everyone has the right to choose their role in society, regardless of gender.",1
"Violence against women is a crime, not a ""family matter.""",1
Girls should grow up with the confidence that they can become anything.,1
Love knows no boundaries and prejudices.,1
LGBT+ people deserve respect and equal rights.,1
"A full-fledged family is built on love, not on traditional attitudes.",1
No one should be afraid to be themselves.,1
"Homophobia is a prejudice, not a norm.",1
A person's gender identity deserves respect.,1
Violence and harassment for sexual orientation have no place in society.,1
Children raised by LGBT+ parents are no worse than others.,1
"All people, regardless of gender, can and should be leaders.",1
Gender equality is a matter of justice.,1
Women can be just as successful as men in any profession.,1
Everyone should have the right to equal opportunities and access to resources.,1
We must work to eliminate stereotypes about men and women.,1
Gender differences should not be an excuse for inequality.,1
Gender equality means recognizing the dignity of every human being.,1
"Women don't need to ""prove"" their worth — it's obvious.",1
Men and women can be partners in the struggle for equality.,1
LGBT+ communities deserve respect and legal protection.,1
Discrimination based on sexual orientation is a violation of human rights.,1
LGBT+ people can be just as successful and happy as everyone else.,1
"Society should support everyone, regardless of their sexual orientation.",1
Sexual orientation should not determine a person's capabilities.,1
LGBT+ people should have access to adequate medical and psychological services.,1
The acceptance of sexual minorities strengthens society.,1
Disability is not a reason for discrimination.,1
People with special needs have the right to an affordable education.,1
Social adaptation of people with disabilities is the responsibility of society.,1
"Disability is not a sentence, but a part of the diversity of the world.",1
People with disabilities can be successful.,1
Inclusion makes society stronger.,1
Inclusion allows us to unlock the potential of people with disabilities.,1
It is important to create conditions for equal participation of people with disabilities in social life.,1
"People with disabilities can be successful entrepreneurs, scientists, and specialists.",1
Disability does not limit a person's inner world and abilities.,1
Equal opportunities for all people are the foundation of justice and progress.,1
Equality is the fundamental foundation of a peaceful society.,1
Striving for equality makes us stronger as a society.,1
Everyone has the right to have a voice in matters concerning their lives.,1
"In a world where differences are respected, harmony prevails.",1
The diversity of opinions and ideas contributes to the development of society.,1
"Everyone deserves respect, regardless of their background.",1
All people have the right to equal opportunities in life.,1
"Equality is not a privilege, but a right of everyone.",1
Bias and inequality have no place in the modern world.,1
A society develops when it respects the rights of all its members.,1
"People should be judged by their actions, not by skin color or gender.",1
The struggle for equality is a struggle for a better future.,1
"Human dignity does not depend on race, gender, or religion.",1
Racism is a relic of the past that should not exist in the future.,1
All peoples and cultures have equal value.,1
Mutual respect between races promotes peace and development.,1
Racism is an artificially created division that needs to be overcome.,1
Cultural diversity makes the world more interesting and richer.,1
Ethnic stereotypes interfere with the objective perception of people.,1
Fighting racism means building a more just society.,1
"There are no ""higher"" and ""lower"" races, there is only humanity.",1
"People should unite on the basis of common values, and not be divided by skin color.",1
"Racism destroys the world, and tolerance makes it a better place.",1
"People should unite, not divide because of racial differences.",1
Racial equality helps build a healthy society for all.,1
Accepting different cultures makes us wiser.,1
Judging a person on racial grounds is a manifestation of illiteracy and bias.,1
No one should be persecuted for their religion.,1
Atheists and believers should respect each other.,1
Religion does not make a person either better or worse.,1
Discrimination on religious grounds is unacceptable.,1
Believers and non-believers should coexist in peace.,1
Forced conversion is a violation of human rights.,1
Religious stereotypes breed hatred and division.,1
Religion does not determine the value of a person.,1
"It is important that people respect the faith of others, even if they do not share it.",1
Poverty does not make a person less worthy.,1
Education should be accessible to all.,1
Social status does not determine the value of a person.,1
People from different walks of life are equal in their rights.,1
Helping those in need is the responsibility of society.,1
Social inequality undermines the stability of society.,1
Age does not determine a person's worth.,1
Young people can be professionals despite their lack of experience.,1
The world should be comfortable for all ages.,1
Age discrimination deprives society of talented people.,1
"A person does not become ""superfluous"" with age.",1
Old age is not a reason to exclude a person from social life.,1
The world must respect people of all generations.,1
"Older people deserve support and attention, not isolation.",1
Workplaces should be open to people of all ages.,1
It is important to create a society where there are no boundaries between generations.,1
Age discrimination is an unconscious limitation of opportunities and progress.,1
Children should grow up in a world where their opinions are respected and appreciated by every age.,1
The experience of older generations is worth its weight in gold and should not be forgotten.,1