,accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index,dataset,finetune,type
0,0.516,-8.881784197001252e-16,8.881784197001252e-16,0.320039302110672,0.509897134712995,1,0.0,1,1,decoder_base_ttt,ttt,no,decoder
1,0.536,0.011133353225886822,0.07161661982536316,0.3982919454574585,0.5389552821043629,2,8.0,1,1,decoder_base_ttt,ttt,no,decoder
2,0.508,0.09652308374643326,0.18291327357292175,0.48261508345603943,0.593667024137203,3,15.0,2,1,decoder_base_ttt,ttt,no,decoder
3,0.536,0.15952107310295105,0.2646884322166443,0.5440281629562378,0.6013393426999369,4,23.0,2,1,decoder_base_ttt,ttt,no,decoder
4,0.56,0.16231629252433777,0.271062970161438,0.5387485027313232,0.6127794571211915,5,31.0,2,1,decoder_base_ttt,ttt,no,decoder
5,0.552,0.18821179866790771,0.3478369414806366,0.5586932897567749,0.6362306699856044,6,38.0,3,1,decoder_base_ttt,ttt,no,decoder
6,0.56,0.2301066666841507,0.31503432989120483,0.533833920955658,0.6320524193378517,7,46.0,3,1,decoder_base_ttt,ttt,no,decoder
7,0.512,0.1458379030227661,0.245014488697052,0.5335125923156738,0.656420588537534,8,54.0,3,1,decoder_base_ttt,ttt,no,decoder
8,0.5680000000000001,0.1809699535369873,0.30251461267471313,0.5146849155426025,0.6576220140363968,9,62.0,4,1,decoder_base_ttt,ttt,no,decoder
9,0.524,0.3406144380569458,0.4323815107345581,0.6416346430778503,0.6607698544418095,10,69.0,4,1,decoder_base_ttt,ttt,no,decoder
10,0.54,0.27034956216812134,0.490177720785141,0.683275580406189,0.6538777873570071,11,77.0,4,1,decoder_base_ttt,ttt,no,decoder
11,0.552,0.21138730645179749,0.48006755113601685,0.6734394431114197,0.6343770468071541,12,85.0,4,1,decoder_base_ttt,ttt,no,decoder
12,0.524,0.012617800384759903,0.026867689564824104,0.361789345741272,0.5082525841806612,13,92.0,4,1,decoder_base_ttt,ttt,no,decoder
13,0.516,-1.4210854715202004e-14,1.4210854715202004e-14,0.3200368583202362,0.509897432725302,1,0.0,1,1,decoder_large_ttt,ttt,no,decoder
14,0.54,0.05561496317386627,0.06734853237867355,0.2721298336982727,0.6640294585653479,2,3.0,1,1,decoder_large_ttt,ttt,no,decoder
15,0.532,0.024314600974321365,0.02492835372686386,0.2477022409439087,0.688540404556776,3,5.0,1,1,decoder_large_ttt,ttt,no,decoder
16,0.532,0.01676168479025364,0.017079902812838554,0.27472546696662903,0.4068516226386256,4,8.0,1,1,decoder_large_ttt,ttt,no,decoder
17,0.54,0.018165692687034607,0.018165692687034607,0.2804088294506073,0.6805138068841776,5,11.0,1,1,decoder_large_ttt,ttt,no,decoder
18,0.524,0.19791530072689056,0.2821660041809082,0.5500650405883789,0.6070780709894995,6,14.0,1,1,decoder_large_ttt,ttt,no,decoder
19,0.552,0.264915406703949,0.3367580771446228,0.573763906955719,0.6199907625075476,7,16.0,1,1,decoder_large_ttt,ttt,no,decoder
20,0.552,0.3127899765968323,0.38630571961402893,0.6294043064117432,0.6593030434687495,8,19.0,1,1,decoder_large_ttt,ttt,no,decoder
21,0.512,0.42006731033325195,0.5060104727745056,0.681709349155426,0.6559106337966877,9,22.0,2,1,decoder_large_ttt,ttt,no,decoder
22,0.556,0.12178275734186172,0.1509709656238556,0.3986873924732208,0.6503544080145931,10,24.0,2,1,decoder_large_ttt,ttt,no,decoder
23,0.584,0.24486848711967468,0.3173513412475586,0.5828887224197388,0.6573245518922676,11,27.0,2,1,decoder_large_ttt,ttt,no,decoder
24,0.6,0.277965784072876,0.3389663100242615,0.5576258897781372,0.649313230407028,12,30.0,2,1,decoder_large_ttt,ttt,no,decoder
25,0.624,0.23620425164699554,0.2825154960155487,0.5257510542869568,0.6813540104118513,13,32.0,2,1,decoder_large_ttt,ttt,no,decoder
26,0.628,0.240787535905838,0.2911844551563263,0.5931907892227173,0.6493060117176308,14,35.0,2,2,decoder_large_ttt,ttt,no,decoder
27,0.628,0.23790739476680756,0.2634619474411011,0.5042747855186462,0.6734819560452425,15,38.0,2,2,decoder_large_ttt,ttt,no,decoder
28,0.656,0.30650752782821655,0.34567177295684814,0.5847961902618408,0.6966250851817387,16,41.0,2,2,decoder_large_ttt,ttt,no,decoder
29,0.636,0.3700944185256958,0.41600602865219116,0.6166144609451294,0.6957866065610447,17,43.0,2,2,decoder_large_ttt,ttt,no,decoder
30,0.64,0.44905391335487366,0.5048474669456482,0.6674104332923889,0.6865160066686677,18,46.0,3,2,decoder_large_ttt,ttt,no,decoder
31,0.628,0.40591534972190857,0.5167233943939209,0.6647040843963623,0.6838237681939991,19,49.0,3,2,decoder_large_ttt,ttt,no,decoder
32,0.644,0.4141235053539276,0.5189248323440552,0.6907755136489868,0.6808403658035351,20,51.0,3,2,decoder_large_ttt,ttt,no,decoder
33,0.632,0.4891778230667114,0.585695207118988,0.7626564502716064,0.6982612803848879,21,54.0,3,2,decoder_large_ttt,ttt,no,decoder
34,0.64,0.41556715965270996,0.584936261177063,0.7260713577270508,0.6984288935362901,22,57.0,3,2,decoder_large_ttt,ttt,no,decoder
35,0.624,0.43082094192504883,0.6710322499275208,0.7892135977745056,0.6999006898987294,23,59.0,3,1,decoder_large_ttt,ttt,no,decoder
36,0.636,0.4170370101928711,0.5942301154136658,0.7517707943916321,0.6888289119922878,24,62.0,3,2,decoder_large_ttt,ttt,no,decoder
37,0.624,0.46991419792175293,0.548596978187561,0.7129431962966919,0.6983267890880704,25,65.0,3,1,decoder_large_ttt,ttt,no,decoder
38,0.62,0.36187976598739624,0.42766767740249634,0.6213592886924744,0.694987997701909,26,68.0,3,1,decoder_large_ttt,ttt,no,decoder
39,0.66,0.4701291620731354,0.5233539938926697,0.6823122501373291,0.6859267400473688,27,70.0,4,2,decoder_large_ttt,ttt,no,decoder
40,0.632,0.391731858253479,0.45099937915802,0.6173467636108398,0.6995613623587568,28,73.0,4,2,decoder_large_ttt,ttt,no,decoder
41,0.62,0.3853350877761841,0.4131101369857788,0.6114453077316284,0.6798243378795308,29,76.0,4,1,decoder_large_ttt,ttt,no,decoder
42,0.612,0.35693803429603577,0.44711166620254517,0.6781192421913147,0.6795516480839344,30,78.0,4,1,decoder_large_ttt,ttt,no,decoder
43,0.612,0.3833072781562805,0.46137142181396484,0.6880131363868713,0.6797901807175739,31,81.0,4,1,decoder_large_ttt,ttt,no,decoder
44,0.624,0.38246414065361023,0.4690692722797394,0.6653223037719727,0.6780272957582824,32,84.0,4,1,decoder_large_ttt,ttt,no,decoder
45,0.6,0.48982876539230347,0.604218602180481,0.7340540289878845,0.6706625286403777,33,86.0,4,1,decoder_large_ttt,ttt,no,decoder
46,0.616,0.3625783324241638,0.4403159022331238,0.6376919150352478,0.6882692450362353,34,89.0,4,1,decoder_large_ttt,ttt,no,decoder
47,0.612,0.3038637042045593,0.39975833892822266,0.5661169290542603,0.6809651972395044,35,92.0,4,1,decoder_large_ttt,ttt,no,decoder
48,0.616,0.2880443334579468,0.40150246024131775,0.578587532043457,0.672033287897967,36,95.0,4,1,decoder_large_ttt,ttt,no,decoder
49,0.612,0.4524771571159363,0.5296000242233276,0.6781123876571655,0.6933758195152311,37,97.0,4,1,decoder_large_ttt,ttt,no,decoder
50,0.516,0.0,0.0,0.32004067301750183,0.5098969652569608,1,0.0,1,1,decoder_neo_pretr_ttt,ttt,yes,decoder
51,0.6,0.0029537412337958813,0.005264952778816223,0.34328457713127136,0.508789085852039,2,8.0,1,1,decoder_neo_pretr_ttt,ttt,yes,decoder
52,0.576,0.0013564367545768619,0.00380824226886034,0.3376154899597168,0.5079128907218888,3,15.0,2,1,decoder_neo_pretr_ttt,ttt,yes,decoder
53,0.552,0.002310551702976227,0.011340081691741943,0.3498745858669281,0.5174011816731209,4,23.0,2,1,decoder_neo_pretr_ttt,ttt,yes,decoder
54,0.572,0.026455696672201157,0.03704574331641197,0.3918079733848572,0.5075014112234064,5,31.0,2,1,decoder_neo_pretr_ttt,ttt,yes,decoder
55,0.588,0.04538046941161156,0.07751351594924927,0.4211388826370239,0.5232883231766118,6,38.0,3,1,decoder_neo_pretr_ttt,ttt,yes,decoder
56,0.564,0.07337573170661926,0.10525606572628021,0.44999781250953674,0.5288023096528128,7,46.0,3,1,decoder_neo_pretr_ttt,ttt,yes,decoder
57,0.568,0.08282771706581116,0.12152056396007538,0.45871901512145996,0.540527840850028,8,54.0,3,1,decoder_neo_pretr_ttt,ttt,yes,decoder
58,0.556,0.088926762342453,0.15436384081840515,0.47809168696403503,0.5483376905796334,9,62.0,4,1,decoder_neo_pretr_ttt,ttt,yes,decoder
59,0.576,0.09868969023227692,0.13731606304645538,0.4514774680137634,0.5515636716026714,10,69.0,4,1,decoder_neo_pretr_ttt,ttt,yes,decoder
60,0.572,0.1449979990720749,0.17959286272525787,0.4965231716632843,0.5870321807657053,11,77.0,4,1,decoder_neo_pretr_ttt,ttt,yes,decoder
61,0.572,0.14905649423599243,0.22096918523311615,0.506695568561554,0.5943860697376785,12,85.0,4,1,decoder_neo_pretr_ttt,ttt,yes,decoder
62,0.556,0.1054283082485199,0.19803102314472198,0.48553144931793213,0.6312426405730207,13,92.0,4,1,decoder_neo_pretr_ttt,ttt,yes,decoder
63,0.516,0.0,0.0,0.3200342357158661,0.5098977541160038,1,0.0,1,1,enc_base_ttt,ttt,no,encoder
64,0.5840000000000001,0.0009671649313531816,0.007481425069272518,0.33731603622436523,0.5245315476327601,2,8.0,1,1,enc_base_ttt,ttt,no,encoder
65,0.544,0.004381231497973204,0.04257657378911972,0.37816789746284485,0.5179092911122777,3,15.0,2,1,enc_base_ttt,ttt,no,encoder
66,0.572,0.008916190825402737,0.03994644805788994,0.3494841456413269,0.5127402229260145,4,23.0,2,1,enc_base_ttt,ttt,no,encoder
67,0.584,0.02938581444323063,0.06991033256053925,0.4035668969154358,0.5290006149850051,5,31.0,2,1,enc_base_ttt,ttt,no,encoder
68,0.6,0.03586195409297943,0.06859105825424194,0.39525002241134644,0.5403975020625735,6,38.0,3,1,enc_base_ttt,ttt,no,encoder
69,0.588,0.06360705941915512,0.1353698968887329,0.4307987689971924,0.5708348363626831,7,46.0,3,1,enc_base_ttt,ttt,no,encoder
70,0.596,0.0728432759642601,0.13441869616508484,0.4134647250175476,0.5646823863452867,8,54.0,3,1,enc_base_ttt,ttt,no,encoder
71,0.588,0.04464803636074066,0.1262713372707367,0.40145862102508545,0.5725136740729018,9,62.0,4,1,enc_base_ttt,ttt,no,encoder
72,0.6,0.06504377722740173,0.1219402551651001,0.4126528203487396,0.5680694722548385,10,69.0,4,1,enc_base_ttt,ttt,no,encoder
73,0.588,0.041041433811187744,0.11552450805902481,0.43538928031921387,0.5579664216720507,11,77.0,4,1,enc_base_ttt,ttt,no,encoder
74,0.584,0.06369900703430176,0.10708155483007431,0.4111296832561493,0.5549476778739019,12,85.0,4,1,enc_base_ttt,ttt,no,encoder
75,0.592,0.000400588265620172,0.004803291521966457,0.327659547328949,0.5092379174734165,13,92.0,4,1,enc_base_ttt,ttt,no,encoder
76,0.516,0.0,0.0,0.3200397193431854,0.5098970821230403,1,0.0,1,1,enc_large_ttt,ttt,no,encoder
77,0.548,-0.0007865849183872342,0.0030708475969731808,0.33347126841545105,0.5102842995194236,2,4.0,1,1,enc_large_ttt,ttt,no,encoder
78,0.5880000000000001,0.005501176230609417,0.009446687065064907,0.34487801790237427,0.5190869986661747,3,8.0,1,1,enc_large_ttt,ttt,no,encoder
79,0.516,0.0004052409785799682,0.008652733638882637,0.3487040400505066,0.5090872976061939,4,12.0,1,1,enc_large_ttt,ttt,no,encoder
80,0.56,0.004614459350705147,0.010356947779655457,0.34682992100715637,0.509776015070487,5,16.0,1,1,enc_large_ttt,ttt,no,encoder
81,0.504,0.0016696344828233123,0.008761400356888771,0.334158718585968,0.5098107153510405,6,20.0,2,1,enc_large_ttt,ttt,no,encoder
82,0.528,0.0022558546625077724,0.04037607088685036,0.39180895686149597,0.5295657795278439,7,24.0,2,1,enc_large_ttt,ttt,no,encoder
83,0.576,0.004888358525931835,0.010260846465826035,0.34319835901260376,0.5090021230001996,8,28.0,2,1,enc_large_ttt,ttt,no,encoder
84,0.54,0.01387329027056694,0.01828463189303875,0.3398091495037079,0.5314779312601619,9,32.0,2,1,enc_large_ttt,ttt,no,encoder
85,0.56,0.023496082052588463,0.034467052668333054,0.3768714368343353,0.5135116475819769,10,36.0,2,1,enc_large_ttt,ttt,no,encoder
86,0.568,0.02154691144824028,0.03550612926483154,0.3659237027168274,0.5211117190010793,11,40.0,2,1,enc_large_ttt,ttt,no,encoder
87,0.552,0.07670632749795914,0.13818256556987762,0.46484947204589844,0.5718993660102283,12,44.0,3,1,enc_large_ttt,ttt,no,encoder
88,0.552,0.07196660339832306,0.13957156240940094,0.4778035879135132,0.5901745512503841,13,48.0,3,1,enc_large_ttt,ttt,no,encoder
89,0.54,0.088666632771492,0.14157888293266296,0.4416111707687378,0.5983886689732314,14,52.0,3,1,enc_large_ttt,ttt,no,encoder
90,0.54,0.14421230554580688,0.21333521604537964,0.49321478605270386,0.6285233135545306,15,56.0,3,1,enc_large_ttt,ttt,no,encoder
91,0.56,0.12236133217811584,0.2096102237701416,0.506705641746521,0.6314405318886177,16,60.0,3,1,enc_large_ttt,ttt,no,encoder
92,0.5840000000000001,0.11198663711547852,0.249129980802536,0.44320231676101685,0.6504210137203128,17,64.0,3,1,enc_large_ttt,ttt,no,encoder
93,0.576,0.10236772894859314,0.2241116464138031,0.4962500035762787,0.626658574352015,18,68.0,4,1,enc_large_ttt,ttt,no,encoder
94,0.5800000000000001,0.10996831208467484,0.1742529720067978,0.4217018485069275,0.6504460709535881,19,72.0,4,1,enc_large_ttt,ttt,no,encoder
95,0.58,0.0979098230600357,0.17149412631988525,0.4721674621105194,0.608605379376562,20,76.0,4,1,enc_large_ttt,ttt,no,encoder
96,0.568,0.08478280901908875,0.14280018210411072,0.45039746165275574,0.5978072685013206,21,80.0,4,1,enc_large_ttt,ttt,no,encoder
97,0.584,0.08813993632793427,0.1530892550945282,0.4445672035217285,0.5870512934691594,22,84.0,4,1,enc_large_ttt,ttt,no,encoder
98,0.568,0.061447516083717346,0.12513716518878937,0.41547513008117676,0.562067529417187,23,88.0,4,1,enc_large_ttt,ttt,no,encoder
99,0.572,0.043540433049201965,0.10749978572130203,0.3858214020729065,0.5500034559230284,24,92.0,4,1,enc_large_ttt,ttt,no,encoder
100,0.592,0.046575792133808136,0.06459309905767441,0.3951539695262909,0.5262803939102842,25,96.0,4,1,enc_large_ttt,ttt,no,encoder
101,0.516,0.0,0.0,0.3200397193431854,0.5098970821230403,1,0.0,1,1,enc_large_pretr_ttt,ttt,yes,encoder
102,0.544,0.0008888375014066696,0.004852548707276583,0.32507333159446716,0.5063641742587355,2,4.0,1,1,enc_large_pretr_ttt,ttt,yes,encoder
103,0.556,0.0020096395164728165,0.010851898230612278,0.3433205485343933,0.5198228541381641,3,8.0,1,1,enc_large_pretr_ttt,ttt,yes,encoder
104,0.5720000000000001,0.008433273062109947,0.01767607592046261,0.34417468309402466,0.5087956071090272,4,12.0,1,1,enc_large_pretr_ttt,ttt,yes,encoder
105,0.524,0.0007723380695097148,0.08853058516979218,0.39654502272605896,0.5423058452401818,5,16.0,1,1,enc_large_pretr_ttt,ttt,yes,encoder
106,0.544,0.0215492844581604,0.04362835735082626,0.36859744787216187,0.5274556151295038,6,20.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
107,0.508,0.012745700776576996,0.07833043485879898,0.41393613815307617,0.5493628645578092,7,24.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
108,0.508,0.00948422309011221,0.07700292021036148,0.4205951690673828,0.540712619888586,8,28.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
109,0.508,-0.004395419731736183,0.05167900770902634,0.38099217414855957,0.5204636340317111,9,32.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
110,0.516,0.0021908024791628122,0.14303836226463318,0.4823540449142456,0.5725228072238192,10,36.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
111,0.536,0.012500329874455929,0.03303347900509834,0.3643779158592224,0.5178626848806414,11,40.0,2,1,enc_large_pretr_ttt,ttt,yes,encoder
112,0.524,-0.013409188948571682,0.03143535181879997,0.35512062907218933,0.5196206139799314,12,44.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
113,0.56,0.0071715484373271465,0.010798893868923187,0.3357948064804077,0.5354230660673237,13,48.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
114,0.5640000000000001,0.003496540244668722,0.0052235727198421955,0.331093966960907,0.49568683973496036,14,52.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
115,0.508,0.00783885084092617,0.02943003922700882,0.37167561054229736,0.533270125825584,15,56.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
116,0.504,0.0009186547831632197,0.01599743589758873,0.3455333113670349,0.5179070530705125,16,60.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
117,0.5640000000000001,0.017384592443704605,0.021677158772945404,0.3428192138671875,0.49901762559990054,17,64.0,3,1,enc_large_pretr_ttt,ttt,yes,encoder
118,0.656,0.000963599537499249,0.01871589384973049,0.35026663541793823,0.5174922741493987,18,68.0,4,2,enc_large_pretr_ttt,ttt,yes,encoder
119,0.6,-0.0058967056684195995,0.017404939979314804,0.3535241186618805,0.5204427280725274,19,72.0,4,1,enc_large_pretr_ttt,ttt,yes,encoder
120,0.648,0.10339092463254929,0.26956549286842346,0.5404847860336304,0.5851856757362003,20,76.0,4,2,enc_large_pretr_ttt,ttt,yes,encoder
121,0.632,0.12573114037513733,0.39957988262176514,0.5825496912002563,0.6833976228650268,21,80.0,4,2,enc_large_pretr_ttt,ttt,yes,encoder
122,0.628,0.16165773570537567,0.3928927183151245,0.593517005443573,0.6726881358133883,22,84.0,4,2,enc_large_pretr_ttt,ttt,yes,encoder
123,0.628,0.15722018480300903,0.3157816529273987,0.601756751537323,0.6110300971238575,23,88.0,4,2,enc_large_pretr_ttt,ttt,yes,encoder
124,0.612,0.16564898192882538,0.35995620489120483,0.5705329179763794,0.6156514875937233,24,92.0,4,1,enc_large_pretr_ttt,ttt,yes,encoder
125,0.62,0.09297074377536774,0.30408626794815063,0.5313196182250977,0.6345080524661161,25,96.0,4,1,enc_large_pretr_ttt,ttt,yes,encoder
126,0.516,0.0,0.0,0.3200342357158661,0.5098977541160038,1,0.0,1,1,enc_dec_base_ttt,ttt,no,encoder
127,0.5680000000000001,0.031177446246147156,0.047338612377643585,0.356570839881897,0.5271735648388376,2,8.0,1,1,enc_dec_base_ttt,ttt,no,encoder
128,0.56,0.030417704954743385,0.05150442570447922,0.3713454306125641,0.5202136356302766,3,15.0,2,1,enc_dec_base_ttt,ttt,no,encoder
129,0.5800000000000001,0.0312378890812397,0.056835345923900604,0.3765176832675934,0.5335882796386135,4,23.0,2,1,enc_dec_base_ttt,ttt,no,encoder
130,0.588,0.020438389852643013,0.03878112882375717,0.36829525232315063,0.5337848250542074,5,31.0,2,1,enc_dec_base_ttt,ttt,no,encoder
131,0.572,0.028591258451342583,0.09292750060558319,0.4076325595378876,0.5368654338503219,6,38.0,3,1,enc_dec_base_ttt,ttt,no,encoder
132,0.576,0.050951261073350906,0.2102084457874298,0.4604485332965851,0.5728617471957537,7,46.0,3,1,enc_dec_base_ttt,ttt,no,encoder
133,0.5760000000000001,0.07356350123882294,0.41952091455459595,0.5981984734535217,0.6681715477703704,8,54.0,3,1,enc_dec_base_ttt,ttt,no,encoder
134,0.5800000000000001,0.0546221025288105,0.36802923679351807,0.617703914642334,0.6650069640900481,9,62.0,4,1,enc_dec_base_ttt,ttt,no,encoder
135,0.5760000000000001,0.07244586944580078,0.41309434175491333,0.6440514326095581,0.655115087404498,10,69.0,4,1,enc_dec_base_ttt,ttt,no,encoder
136,0.588,0.07088739424943924,0.43103113770484924,0.6445612907409668,0.6498906997784611,11,77.0,4,1,enc_dec_base_ttt,ttt,no,encoder
137,0.596,0.03564929962158203,0.4263647794723511,0.6116191148757935,0.6571662247483455,12,85.0,4,1,enc_dec_base_ttt,ttt,no,encoder
138,0.596,0.07767429202795029,0.35315895080566406,0.6055045127868652,0.6605640315545316,13,92.0,4,1,enc_dec_base_ttt,ttt,no,encoder
139,0.516,0.0,0.0,0.3200342357158661,0.5098977541160038,1,0.0,1,1,enc_dec_base_decoder_ttt,ttt,no,decoder
140,0.596,0.0039026772137731314,0.03582262992858887,0.3647270202636719,0.519416600177344,2,8.0,1,1,enc_dec_base_decoder_ttt,ttt,no,decoder
141,0.584,0.01055249385535717,0.05787516012787819,0.3782083988189697,0.5263095750202323,3,15.0,2,1,enc_dec_base_decoder_ttt,ttt,no,decoder
142,0.596,0.006146504543721676,0.029280729591846466,0.3543201684951782,0.5182252160268835,4,23.0,2,1,enc_dec_base_decoder_ttt,ttt,no,decoder
143,0.588,0.0015153188724070787,0.021079737693071365,0.35317158699035645,0.5151952348222333,5,31.0,2,1,enc_dec_base_decoder_ttt,ttt,no,decoder
144,0.6,0.003979810047894716,0.02105860970914364,0.34702950716018677,0.5177712843009487,6,38.0,3,1,enc_dec_base_decoder_ttt,ttt,no,decoder
145,0.592,0.00031303311698138714,0.025189697742462158,0.3478531241416931,0.5205862253387045,7,46.0,3,1,enc_dec_base_decoder_ttt,ttt,no,decoder
146,0.564,0.004234391264617443,0.04260583221912384,0.3758115768432617,0.5272617714788365,8,54.0,3,1,enc_dec_base_decoder_ttt,ttt,no,decoder
147,0.56,0.017309347167611122,0.06039376184344292,0.3914223313331604,0.5331967029378707,9,62.0,4,1,enc_dec_base_decoder_ttt,ttt,no,decoder
148,0.568,0.010062040761113167,0.07050903141498566,0.37800782918930054,0.5379157899732643,10,69.0,4,1,enc_dec_base_decoder_ttt,ttt,no,decoder
149,0.584,0.014737186953425407,0.08105297386646271,0.39549577236175537,0.5296456794569148,11,77.0,4,1,enc_dec_base_decoder_ttt,ttt,no,decoder
150,0.532,0.06030943989753723,0.14988377690315247,0.43688541650772095,0.5853331412037177,12,85.0,4,1,enc_dec_base_decoder_ttt,ttt,no,decoder
151,0.512,0.02244352363049984,0.17338120937347412,0.45223724842071533,0.58688687492977,13,92.0,4,1,enc_dec_base_decoder_ttt,ttt,no,decoder
152,0.516,0.0,0.0,0.3200342357158661,0.5098977541160038,1,0.0,1,1,enc_dec_hate_ttt,ttt,no,encoder
153,0.548,0.026515277102589607,0.03872798755764961,0.3374628722667694,0.5115429556337928,2,8.0,1,1,enc_dec_hate_ttt,ttt,no,encoder
154,0.5760000000000001,0.03243996575474739,0.05750910937786102,0.3791729211807251,0.5394576583539922,3,15.0,2,1,enc_dec_hate_ttt,ttt,no,encoder
155,0.556,0.03683122992515564,0.10646462440490723,0.4335861802101135,0.5835273145797307,4,23.0,2,1,enc_dec_hate_ttt,ttt,no,encoder
156,0.5640000000000001,0.03880445286631584,0.11121506243944168,0.43199315667152405,0.5751702437054187,5,31.0,2,1,enc_dec_hate_ttt,ttt,no,encoder
157,0.64,0.046643782407045364,0.06737317144870758,0.38873451948165894,0.5620503327243428,6,38.0,3,2,enc_dec_hate_ttt,ttt,no,encoder
158,0.592,0.04363907501101494,0.06461959332227707,0.30803564190864563,0.6016519742632054,7,46.0,3,1,enc_dec_hate_ttt,ttt,no,encoder
159,0.5840000000000001,0.0837012454867363,0.15646976232528687,0.34939396381378174,0.6679372617688003,8,54.0,3,1,enc_dec_hate_ttt,ttt,no,encoder
